Site,Vol,Prob,Type,NUMBERO
Weilbull Not Metered 4-Lane,1200,3.29E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1210,3.96E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1220,4.75E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1230,5.70E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1240,6.83E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1250,8.16E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1260,9.74E-06,Weilbull,2
Weilbull Not Metered 4-Lane,1270,1.16E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1280,1.38E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1290,1.64E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1300,1.95E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1310,2.32E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1320,2.74E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1330,3.24E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1340,3.83E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1350,4.52E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1360,5.33E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1370,6.27E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1380,7.37E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1390,8.66E-05,Weilbull,2
Weilbull Not Metered 4-Lane,1400,0.000101552,Weilbull,2
Weilbull Not Metered 4-Lane,1410,0.000118973,Weilbull,2
Weilbull Not Metered 4-Lane,1420,0.000139228,Weilbull,2
Weilbull Not Metered 4-Lane,1430,0.00016275,Weilbull,2
Weilbull Not Metered 4-Lane,1440,0.000190039,Weilbull,2
Weilbull Not Metered 4-Lane,1450,0.000221665,Weilbull,2
Weilbull Not Metered 4-Lane,1460,0.000258281,Weilbull,2
Weilbull Not Metered 4-Lane,1470,0.00030063,Weilbull,2
Weilbull Not Metered 4-Lane,1480,0.000349562,Weilbull,2
Weilbull Not Metered 4-Lane,1490,0.000406044,Weilbull,2
Weilbull Not Metered 4-Lane,1500,0.000471178,Weilbull,2
Weilbull Not Metered 4-Lane,1510,0.000546216,Weilbull,2
Weilbull Not Metered 4-Lane,1520,0.000632585,Weilbull,2
Weilbull Not Metered 4-Lane,1530,0.0007319,Weilbull,2
Weilbull Not Metered 4-Lane,1540,0.000845997,Weilbull,2
Weilbull Not Metered 4-Lane,1550,0.000976955,Weilbull,2
Weilbull Not Metered 4-Lane,1560,0.00112713,Weilbull,2
Weilbull Not Metered 4-Lane,1570,0.001299188,Weilbull,2
Weilbull Not Metered 4-Lane,1580,0.001496141,Weilbull,2
Weilbull Not Metered 4-Lane,1590,0.001721392,Weilbull,2
Weilbull Not Metered 4-Lane,1600,0.001978781,Weilbull,2
Weilbull Not Metered 4-Lane,1610,0.002272639,Weilbull,2
Weilbull Not Metered 4-Lane,1620,0.002607843,Weilbull,2
Weilbull Not Metered 4-Lane,1630,0.002989882,Weilbull,2
Weilbull Not Metered 4-Lane,1640,0.003424927,Weilbull,2
Weilbull Not Metered 4-Lane,1650,0.003919913,Weilbull,2
Weilbull Not Metered 4-Lane,1660,0.004482619,Weilbull,2
Weilbull Not Metered 4-Lane,1670,0.005121767,Weilbull,2
Weilbull Not Metered 4-Lane,1680,0.005847127,Weilbull,2
Weilbull Not Metered 4-Lane,1690,0.006669628,Weilbull,2
Weilbull Not Metered 4-Lane,1700,0.007601484,Weilbull,2
Weilbull Not Metered 4-Lane,1710,0.00865633,Weilbull,2
Weilbull Not Metered 4-Lane,1720,0.009849367,Weilbull,2
Weilbull Not Metered 4-Lane,1730,0.011197524,Weilbull,2
Weilbull Not Metered 4-Lane,1740,0.012719626,Weilbull,2
Weilbull Not Metered 4-Lane,1750,0.01443658,Weilbull,2
Weilbull Not Metered 4-Lane,1760,0.016371568,Weilbull,2
Weilbull Not Metered 4-Lane,1770,0.018550254,Weilbull,2
Weilbull Not Metered 4-Lane,1780,0.021001004,Weilbull,2
Weilbull Not Metered 4-Lane,1790,0.023755106,Weilbull,2
Weilbull Not Metered 4-Lane,1800,0.026847009,Weilbull,2
Weilbull Not Metered 4-Lane,1810,0.030314551,Weilbull,2
Weilbull Not Metered 4-Lane,1820,0.0341992,Weilbull,2
Weilbull Not Metered 4-Lane,1830,0.038546275,Weilbull,2
Weilbull Not Metered 4-Lane,1840,0.043405167,Weilbull,2
Weilbull Not Metered 4-Lane,1850,0.048829519,Weilbull,2
Weilbull Not Metered 4-Lane,1860,0.054877393,Weilbull,2
Weilbull Not Metered 4-Lane,1870,0.06161137,Weilbull,2
Weilbull Not Metered 4-Lane,1880,0.069098594,Weilbull,2
Weilbull Not Metered 4-Lane,1890,0.077410732,Weilbull,2
Weilbull Not Metered 4-Lane,1900,0.086623822,Weilbull,2
Weilbull Not Metered 4-Lane,1910,0.096817981,Weilbull,2
Weilbull Not Metered 4-Lane,1920,0.108076955,Weilbull,2
Weilbull Not Metered 4-Lane,1930,0.120487457,Weilbull,2
Weilbull Not Metered 4-Lane,1940,0.134138262,Weilbull,2
Weilbull Not Metered 4-Lane,1950,0.149119018,Weilbull,2
Weilbull Not Metered 4-Lane,1960,0.165518732,Weilbull,2
Weilbull Not Metered 4-Lane,1970,0.183423868,Weilbull,2
Weilbull Not Metered 4-Lane,1980,0.20291604,Weilbull,2
Weilbull Not Metered 4-Lane,1990,0.224069245,Weilbull,2
Weilbull Not Metered 4-Lane,2000,0.246946625,Weilbull,2
Weilbull Not Metered 4-Lane,2010,0.271596737,Weilbull,2
Weilbull Not Metered 4-Lane,2020,0.298049366,Weilbull,2
Weilbull Not Metered 4-Lane,2030,0.326310919,Weilbull,2
Weilbull Not Metered 4-Lane,2040,0.356359511,Weilbull,2
Weilbull Not Metered 4-Lane,2050,0.388139882,Weilbull,2
Weilbull Not Metered 4-Lane,2060,0.421558379,Weilbull,2
Weilbull Not Metered 4-Lane,2070,0.456478286,Weilbull,2
Weilbull Not Metered 4-Lane,2080,0.492715873,Weilbull,2
Weilbull Not Metered 4-Lane,2090,0.530037619,Weilbull,2
Weilbull Not Metered 4-Lane,2100,0.568159108,Weilbull,2
Weilbull Not Metered 4-Lane,2110,0.606746146,Weilbull,2
Weilbull Not Metered 4-Lane,2120,0.645418647,Weilbull,2
Weilbull Not Metered 4-Lane,2130,0.683757744,Weilbull,2
Weilbull Not Metered 4-Lane,2140,0.721316458,Weilbull,2
Weilbull Not Metered 4-Lane,2150,0.757634007,Weilbull,2
Weilbull Not Metered 4-Lane,2160,0.792253498,Weilbull,2
Weilbull Not Metered 4-Lane,2170,0.824742321,Weilbull,2
Weilbull Not Metered 4-Lane,2180,0.85471409,Weilbull,2
Weilbull Not Metered 4-Lane,2190,0.881850479,Weilbull,2
Weilbull Not Metered 4-Lane,2200,0.905920939,Weilbull,2
Weilbull Not Metered 4-Lane,2210,0.926798042,Weilbull,2
Weilbull Not Metered 4-Lane,2220,0.944466314,Weilbull,2
Weilbull Not Metered 4-Lane,2230,0.959022826,Weilbull,2
Weilbull Not Metered 4-Lane,2240,0.970668688,Weilbull,2
Weilbull Not Metered 4-Lane,2250,0.979691687,Weilbull,2
Weilbull Not Metered 4-Lane,2260,0.986441687,Weilbull,2
Weilbull Not Metered 4-Lane,2270,0.991301551,Weilbull,2
Weilbull Not Metered 4-Lane,2280,0.994657246,Weilbull,2
Weilbull Not Metered 4-Lane,2290,0.996870928,Weilbull,2
Weilbull Not Metered 4-Lane,2300,0.998260287,Weilbull,2
Weilbull Not Metered 4-Lane,2310,0.999086164,Weilbull,2
Weilbull Not Metered 4-Lane,2320,0.999548848,Weilbull,2
Weilbull Not Metered 4-Lane,2330,0.999791849,Weilbull,2
Weilbull Not Metered 4-Lane,2340,0.9999108,Weilbull,2
Weilbull Not Metered 4-Lane,2350,0.999964733,Weilbull,2
Weilbull Not Metered 4-Lane,2360,0.999987228,Weilbull,2
Weilbull Not Metered 4-Lane,2370,0.999995797,Weilbull,2
Weilbull Not Metered 4-Lane,2380,0.999998754,Weilbull,2
Weilbull Not Metered 4-Lane,2390,0.99999967,Weilbull,2
Weilbull Not Metered 4-Lane,2400,0.999999923,Weilbull,2
Weilbull Not Metered 4-Lane,2410,0.999999984,Weilbull,2
Weilbull Not Metered 4-Lane,2420,0.999999997,Weilbull,2
Weilbull Not Metered 4-Lane,2430,1,Weilbull,2
Weilbull Not Metered 4-Lane,2440,1,Weilbull,2
Weilbull Not Metered 4-Lane,2450,1,Weilbull,2
Weilbull Not Metered 4-Lane,2460,1,Weilbull,2
Weilbull Not Metered 4-Lane,2470,1,Weilbull,2
Weilbull Not Metered 4-Lane,2480,1,Weilbull,2
Weilbull Not Metered 4-Lane,2490,1,Weilbull,2
Weilbull Not Metered 4-Lane,2500,1,Weilbull,2
Weilbull Not Metered 4-Lane,2510,1,Weilbull,2
Weilbull Not Metered 4-Lane,2520,1,Weilbull,2
Weilbull Not Metered 4-Lane,2530,1,Weilbull,2
Weilbull Not Metered 4-Lane,2540,1,Weilbull,2
Weilbull Not Metered 4-Lane,2550,1,Weilbull,2
Weilbull Not Metered 4-Lane,2560,1,Weilbull,2
Weilbull Not Metered 4-Lane,2570,1,Weilbull,2
Weilbull Not Metered 4-Lane,2580,1,Weilbull,2
Weilbull Not Metered 4-Lane,2590,1,Weilbull,2
Weilbull Not Metered 4-Lane,2600,1,Weilbull,2
Weilbull Not Metered 4-Lane,2610,1,Weilbull,2
Weilbull Not Metered 4-Lane,2620,1,Weilbull,2
Weilbull Not Metered 4-Lane,2630,1,Weilbull,2
Weilbull Not Metered 4-Lane,2640,1,Weilbull,2
Weilbull Not Metered 4-Lane,2650,1,Weilbull,2
Weilbull Not Metered 4-Lane,2660,1,Weilbull,2
Weilbull Not Metered 4-Lane,2670,1,Weilbull,2
Weilbull Not Metered 4-Lane,2680,1,Weilbull,2
Weilbull Not Metered 4-Lane,2690,1,Weilbull,2
Weilbull Not Metered 4-Lane,2700,1,Weilbull,2
Weilbull Not Metered 4-Lane,2710,1,Weilbull,2
Weilbull Not Metered 4-Lane,2720,1,Weilbull,2
Weilbull Not Metered 4-Lane,2730,1,Weilbull,2
Weilbull Not Metered 4-Lane,2740,1,Weilbull,2
Weilbull Not Metered 4-Lane,2750,1,Weilbull,2
Weilbull Not Metered 4-Lane,2760,1,Weilbull,2
Weilbull Not Metered 4-Lane,2770,1,Weilbull,2
Weilbull Not Metered 4-Lane,2780,1,Weilbull,2
Weilbull Not Metered 4-Lane,2790,1,Weilbull,2
Weilbull Not Metered 4-Lane,2800,1,Weilbull,2
Weilbull Not Metered 4-Lane,2810,1,Weilbull,2
Weilbull Not Metered 4-Lane,2820,1,Weilbull,2
Weilbull Not Metered 4-Lane,2830,1,Weilbull,2
Weilbull Not Metered 4-Lane,2840,1,Weilbull,2
Weilbull Not Metered 4-Lane,2850,1,Weilbull,2
Weilbull Not Metered 4-Lane,2860,1,Weilbull,2
Weilbull Not Metered 4-Lane,2870,1,Weilbull,2
Weilbull Not Metered 4-Lane,2880,1,Weilbull,2
Weilbull Not Metered 4-Lane,2890,1,Weilbull,2
Weilbull Not Metered 4-Lane,2900,1,Weilbull,2
Weilbull Not Metered 4-Lane,2910,1,Weilbull,2
Weilbull Not Metered 4-Lane,2920,1,Weilbull,2
Weilbull Not Metered 4-Lane,2930,1,Weilbull,2
Weilbull Not Metered 4-Lane,2940,1,Weilbull,2
Weilbull Not Metered 4-Lane,2950,1,Weilbull,2
Weilbull Not Metered 4-Lane,2960,1,Weilbull,2
Weilbull Not Metered 4-Lane,2970,1,Weilbull,2
Weilbull Not Metered 4-Lane,2980,1,Weilbull,2
Weilbull Not Metered 4-Lane,2990,1,Weilbull,2
Weilbull Not Metered 4-Lane,3000,1,Weilbull,2
Weilbull Metered 3-Lane,0,0,Weilbull,3
Weilbull Metered 3-Lane,10,2.32E-58,Weilbull,3
Weilbull Metered 3-Lane,20,4.02E-51,Weilbull,3
Weilbull Metered 3-Lane,30,6.89E-47,Weilbull,3
Weilbull Metered 3-Lane,40,6.96E-44,Weilbull,3
Weilbull Metered 3-Lane,50,1.49E-41,Weilbull,3
Weilbull Metered 3-Lane,60,1.20E-39,Weilbull,3
Weilbull Metered 3-Lane,70,4.87E-38,Weilbull,3
Weilbull Metered 3-Lane,80,1.21E-36,Weilbull,3
Weilbull Metered 3-Lane,90,2.05E-35,Weilbull,3
Weilbull Metered 3-Lane,100,2.58E-34,Weilbull,3
Weilbull Metered 3-Lane,110,2.56E-33,Weilbull,3
Weilbull Metered 3-Lane,120,2.07E-32,Weilbull,3
Weilbull Metered 3-Lane,130,1.42E-31,Weilbull,3
Weilbull Metered 3-Lane,140,8.44E-31,Weilbull,3
Weilbull Metered 3-Lane,150,4.44E-30,Weilbull,3
Weilbull Metered 3-Lane,160,2.09E-29,Weilbull,3
Weilbull Metered 3-Lane,170,9.00E-29,Weilbull,3
Weilbull Metered 3-Lane,180,3.56E-28,Weilbull,3
Weilbull Metered 3-Lane,190,1.31E-27,Weilbull,3
Weilbull Metered 3-Lane,200,4.48E-27,Weilbull,3
Weilbull Metered 3-Lane,210,1.45E-26,Weilbull,3
Weilbull Metered 3-Lane,220,4.43E-26,Weilbull,3
Weilbull Metered 3-Lane,230,1.29E-25,Weilbull,3
Weilbull Metered 3-Lane,240,3.59E-25,Weilbull,3
Weilbull Metered 3-Lane,250,9.59E-25,Weilbull,3
Weilbull Metered 3-Lane,260,2.46E-24,Weilbull,3
Weilbull Metered 3-Lane,270,6.10E-24,Weilbull,3
Weilbull Metered 3-Lane,280,1.46E-23,Weilbull,3
Weilbull Metered 3-Lane,290,3.40E-23,Weilbull,3
Weilbull Metered 3-Lane,300,7.69E-23,Weilbull,3
Weilbull Metered 3-Lane,310,1.69E-22,Weilbull,3
Weilbull Metered 3-Lane,320,3.63E-22,Weilbull,3
Weilbull Metered 3-Lane,330,7.61E-22,Weilbull,3
Weilbull Metered 3-Lane,340,1.56E-21,Weilbull,3
Weilbull Metered 3-Lane,350,3.13E-21,Weilbull,3
Weilbull Metered 3-Lane,360,6.17E-21,Weilbull,3
Weilbull Metered 3-Lane,370,1.19E-20,Weilbull,3
Weilbull Metered 3-Lane,380,2.26E-20,Weilbull,3
Weilbull Metered 3-Lane,390,4.23E-20,Weilbull,3
Weilbull Metered 3-Lane,400,7.77E-20,Weilbull,3
Weilbull Metered 3-Lane,410,1.41E-19,Weilbull,3
Weilbull Metered 3-Lane,420,2.51E-19,Weilbull,3
Weilbull Metered 3-Lane,430,4.42E-19,Weilbull,3
Weilbull Metered 3-Lane,440,7.69E-19,Weilbull,3
Weilbull Metered 3-Lane,450,1.32E-18,Weilbull,3
Weilbull Metered 3-Lane,460,2.24E-18,Weilbull,3
Weilbull Metered 3-Lane,470,3.76E-18,Weilbull,3
Weilbull Metered 3-Lane,480,6.23E-18,Weilbull,3
Weilbull Metered 3-Lane,490,1.02E-17,Weilbull,3
Weilbull Metered 3-Lane,500,1.66E-17,Weilbull,3
Weilbull Metered 3-Lane,510,2.68E-17,Weilbull,3
Weilbull Metered 3-Lane,520,4.27E-17,Weilbull,3
Weilbull Metered 3-Lane,530,6.75E-17,Weilbull,3
Weilbull Metered 3-Lane,540,1.06E-16,Weilbull,3
Weilbull Metered 3-Lane,550,1.65E-16,Weilbull,3
Weilbull Metered 3-Lane,560,2.54E-16,Weilbull,3
Weilbull Metered 3-Lane,570,3.88E-16,Weilbull,3
Weilbull Metered 3-Lane,580,5.90E-16,Weilbull,3
Weilbull Metered 3-Lane,590,8.90E-16,Weilbull,3
Weilbull Metered 3-Lane,600,1.33E-15,Weilbull,3
Weilbull Metered 3-Lane,610,1.98E-15,Weilbull,3
Weilbull Metered 3-Lane,620,2.93E-15,Weilbull,3
Weilbull Metered 3-Lane,630,4.31E-15,Weilbull,3
Weilbull Metered 3-Lane,640,6.30E-15,Weilbull,3
Weilbull Metered 3-Lane,650,9.14E-15,Weilbull,3
Weilbull Metered 3-Lane,660,1.32E-14,Weilbull,3
Weilbull Metered 3-Lane,670,1.89E-14,Weilbull,3
Weilbull Metered 3-Lane,680,2.70E-14,Weilbull,3
Weilbull Metered 3-Lane,690,3.84E-14,Weilbull,3
Weilbull Metered 3-Lane,700,5.43E-14,Weilbull,3
Weilbull Metered 3-Lane,710,7.64E-14,Weilbull,3
Weilbull Metered 3-Lane,720,1.07E-13,Weilbull,3
Weilbull Metered 3-Lane,730,1.49E-13,Weilbull,3
Weilbull Metered 3-Lane,740,2.07E-13,Weilbull,3
Weilbull Metered 3-Lane,750,2.85E-13,Weilbull,3
Weilbull Metered 3-Lane,760,3.92E-13,Weilbull,3
Weilbull Metered 3-Lane,770,5.37E-13,Weilbull,3
Weilbull Metered 3-Lane,780,7.33E-13,Weilbull,3
Weilbull Metered 3-Lane,790,9.96E-13,Weilbull,3
Weilbull Metered 3-Lane,800,1.35E-12,Weilbull,3
Weilbull Metered 3-Lane,810,1.82E-12,Weilbull,3
Weilbull Metered 3-Lane,820,2.44E-12,Weilbull,3
Weilbull Metered 3-Lane,830,3.27E-12,Weilbull,3
Weilbull Metered 3-Lane,840,4.36E-12,Weilbull,3
Weilbull Metered 3-Lane,850,5.79E-12,Weilbull,3
Weilbull Metered 3-Lane,860,7.67E-12,Weilbull,3
Weilbull Metered 3-Lane,870,1.01E-11,Weilbull,3
Weilbull Metered 3-Lane,880,1.33E-11,Weilbull,3
Weilbull Metered 3-Lane,890,1.75E-11,Weilbull,3
Weilbull Metered 3-Lane,900,2.29E-11,Weilbull,3
Weilbull Metered 3-Lane,910,2.99E-11,Weilbull,3
Weilbull Metered 3-Lane,920,3.88E-11,Weilbull,3
Weilbull Metered 3-Lane,930,5.04E-11,Weilbull,3
Weilbull Metered 3-Lane,940,6.51E-11,Weilbull,3
Weilbull Metered 3-Lane,950,8.40E-11,Weilbull,3
Weilbull Metered 3-Lane,960,1.08E-10,Weilbull,3
Weilbull Metered 3-Lane,970,1.39E-10,Weilbull,3
Weilbull Metered 3-Lane,980,1.77E-10,Weilbull,3
Weilbull Metered 3-Lane,990,2.26E-10,Weilbull,3
Weilbull Metered 3-Lane,1000,2.88E-10,Weilbull,3
Weilbull Metered 3-Lane,1010,3.66E-10,Weilbull,3
Weilbull Metered 3-Lane,1020,4.64E-10,Weilbull,3
Weilbull Metered 3-Lane,1030,5.87E-10,Weilbull,3
Weilbull Metered 3-Lane,1040,7.40E-10,Weilbull,3
Weilbull Metered 3-Lane,1050,9.32E-10,Weilbull,3
Weilbull Metered 3-Lane,1060,1.17E-09,Weilbull,3
Weilbull Metered 3-Lane,1070,1.47E-09,Weilbull,3
Weilbull Metered 3-Lane,1080,1.84E-09,Weilbull,3
Weilbull Metered 3-Lane,1090,2.29E-09,Weilbull,3
Weilbull Metered 3-Lane,1100,2.85E-09,Weilbull,3
Weilbull Metered 3-Lane,1110,3.55E-09,Weilbull,3
Weilbull Metered 3-Lane,1120,4.40E-09,Weilbull,3
Weilbull Metered 3-Lane,1130,5.45E-09,Weilbull,3
Weilbull Metered 3-Lane,1140,6.73E-09,Weilbull,3
Weilbull Metered 3-Lane,1150,8.31E-09,Weilbull,3
Weilbull Metered 3-Lane,1160,1.02E-08,Weilbull,3
Weilbull Metered 3-Lane,1170,1.26E-08,Weilbull,3
Weilbull Metered 3-Lane,1180,1.54E-08,Weilbull,3
Weilbull Metered 3-Lane,1190,1.89E-08,Weilbull,3
Weilbull Metered 3-Lane,1200,2.31E-08,Weilbull,3
Weilbull Metered 3-Lane,1210,2.82E-08,Weilbull,3
Weilbull Metered 3-Lane,1220,3.44E-08,Weilbull,3
Weilbull Metered 3-Lane,1230,4.19E-08,Weilbull,3
Weilbull Metered 3-Lane,1240,5.09E-08,Weilbull,3
Weilbull Metered 3-Lane,1250,6.17E-08,Weilbull,3
Weilbull Metered 3-Lane,1260,7.47E-08,Weilbull,3
Weilbull Metered 3-Lane,1270,9.04E-08,Weilbull,3
Weilbull Metered 3-Lane,1280,1.09E-07,Weilbull,3
Weilbull Metered 3-Lane,1290,1.32E-07,Weilbull,3
Weilbull Metered 3-Lane,1300,1.58E-07,Weilbull,3
Weilbull Metered 3-Lane,1310,1.91E-07,Weilbull,3
Weilbull Metered 3-Lane,1320,2.29E-07,Weilbull,3
Weilbull Metered 3-Lane,1330,2.74E-07,Weilbull,3
Weilbull Metered 3-Lane,1340,3.28E-07,Weilbull,3
Weilbull Metered 3-Lane,1350,3.93E-07,Weilbull,3
Weilbull Metered 3-Lane,1360,4.69E-07,Weilbull,3
Weilbull Metered 3-Lane,1370,5.59E-07,Weilbull,3
Weilbull Metered 3-Lane,1380,6.66E-07,Weilbull,3
Weilbull Metered 3-Lane,1390,7.93E-07,Weilbull,3
Weilbull Metered 3-Lane,1400,9.42E-07,Weilbull,3
Weilbull Metered 3-Lane,1410,1.12E-06,Weilbull,3
Weilbull Metered 3-Lane,1420,1.32E-06,Weilbull,3
Weilbull Metered 3-Lane,1430,1.57E-06,Weilbull,3
Weilbull Metered 3-Lane,1440,1.85E-06,Weilbull,3
Weilbull Metered 3-Lane,1450,2.19E-06,Weilbull,3
Weilbull Metered 3-Lane,1460,2.58E-06,Weilbull,3
Weilbull Metered 3-Lane,1470,3.04E-06,Weilbull,3
Weilbull Metered 3-Lane,1480,3.58E-06,Weilbull,3
Weilbull Metered 3-Lane,1490,4.21E-06,Weilbull,3
Weilbull Metered 3-Lane,1500,4.95E-06,Weilbull,3
Weilbull Metered 3-Lane,1510,5.81E-06,Weilbull,3
Weilbull Metered 3-Lane,1520,6.80E-06,Weilbull,3
Weilbull Metered 3-Lane,1530,7.97E-06,Weilbull,3
Weilbull Metered 3-Lane,1540,9.32E-06,Weilbull,3
Weilbull Metered 3-Lane,1550,1.09E-05,Weilbull,3
Weilbull Metered 3-Lane,1560,1.27E-05,Weilbull,3
Weilbull Metered 3-Lane,1570,1.48E-05,Weilbull,3
Weilbull Metered 3-Lane,1580,1.73E-05,Weilbull,3
Weilbull Metered 3-Lane,1590,2.01E-05,Weilbull,3
Weilbull Metered 3-Lane,1600,2.34E-05,Weilbull,3
Weilbull Metered 3-Lane,1610,2.71E-05,Weilbull,3
Weilbull Metered 3-Lane,1620,3.15E-05,Weilbull,3
Weilbull Metered 3-Lane,1630,3.65E-05,Weilbull,3
Weilbull Metered 3-Lane,1640,4.23E-05,Weilbull,3
Weilbull Metered 3-Lane,1650,4.90E-05,Weilbull,3
Weilbull Metered 3-Lane,1660,5.66E-05,Weilbull,3
Weilbull Metered 3-Lane,1670,6.54E-05,Weilbull,3
Weilbull Metered 3-Lane,1680,7.55E-05,Weilbull,3
Weilbull Metered 3-Lane,1690,8.71E-05,Weilbull,3
Weilbull Metered 3-Lane,1700,0.000100374,Weilbull,3
Weilbull Metered 3-Lane,1710,0.000115577,Weilbull,3
Weilbull Metered 3-Lane,1720,0.000132973,Weilbull,3
Weilbull Metered 3-Lane,1730,0.000152863,Weilbull,3
Weilbull Metered 3-Lane,1740,0.000175587,Weilbull,3
Weilbull Metered 3-Lane,1750,0.000201529,Weilbull,3
Weilbull Metered 3-Lane,1760,0.000231121,Weilbull,3
Weilbull Metered 3-Lane,1770,0.000264852,Weilbull,3
Weilbull Metered 3-Lane,1780,0.000303272,Weilbull,3
Weilbull Metered 3-Lane,1790,0.000347002,Weilbull,3
Weilbull Metered 3-Lane,1800,0.000396738,Weilbull,3
Weilbull Metered 3-Lane,1810,0.000453264,Weilbull,3
Weilbull Metered 3-Lane,1820,0.000517462,Weilbull,3
Weilbull Metered 3-Lane,1830,0.000590322,Weilbull,3
Weilbull Metered 3-Lane,1840,0.000672954,Weilbull,3
Weilbull Metered 3-Lane,1850,0.000766603,Weilbull,3
Weilbull Metered 3-Lane,1860,0.000872666,Weilbull,3
Weilbull Metered 3-Lane,1870,0.000992706,Weilbull,3
Weilbull Metered 3-Lane,1880,0.001128472,Weilbull,3
Weilbull Metered 3-Lane,1890,0.001281923,Weilbull,3
Weilbull Metered 3-Lane,1900,0.001455246,Weilbull,3
Weilbull Metered 3-Lane,1910,0.001650885,Weilbull,3
Weilbull Metered 3-Lane,1920,0.001871567,Weilbull,3
Weilbull Metered 3-Lane,1930,0.002120335,Weilbull,3
Weilbull Metered 3-Lane,1940,0.002400581,Weilbull,3
Weilbull Metered 3-Lane,1950,0.002716083,Weilbull,3
Weilbull Metered 3-Lane,1960,0.003071047,Weilbull,3
Weilbull Metered 3-Lane,1970,0.003470151,Weilbull,3
Weilbull Metered 3-Lane,1980,0.003918595,Weilbull,3
Weilbull Metered 3-Lane,1990,0.004422155,Weilbull,3
Weilbull Metered 3-Lane,2000,0.004987241,Weilbull,3
Weilbull Metered 3-Lane,2010,0.005620962,Weilbull,3
Weilbull Metered 3-Lane,2020,0.006331194,Weilbull,3
Weilbull Metered 3-Lane,2030,0.007126659,Weilbull,3
Weilbull Metered 3-Lane,2040,0.008017002,Weilbull,3
Weilbull Metered 3-Lane,2050,0.009012886,Weilbull,3
Weilbull Metered 3-Lane,2060,0.010126079,Weilbull,3
Weilbull Metered 3-Lane,2070,0.011369566,Weilbull,3
Weilbull Metered 3-Lane,2080,0.01275765,Weilbull,3
Weilbull Metered 3-Lane,2090,0.014306075,Weilbull,3
Weilbull Metered 3-Lane,2100,0.016032147,Weilbull,3
Weilbull Metered 3-Lane,2110,0.017954864,Weilbull,3
Weilbull Metered 3-Lane,2120,0.020095059,Weilbull,3
Weilbull Metered 3-Lane,2130,0.022475535,Weilbull,3
Weilbull Metered 3-Lane,2140,0.025121219,Weilbull,3
Weilbull Metered 3-Lane,2150,0.028059311,Weilbull,3
Weilbull Metered 3-Lane,2160,0.031319434,Weilbull,3
Weilbull Metered 3-Lane,2170,0.034933791,Weilbull,3
Weilbull Metered 3-Lane,2180,0.038937304,Weilbull,3
Weilbull Metered 3-Lane,2190,0.04336776,Weilbull,3
Weilbull Metered 3-Lane,2200,0.048265931,Weilbull,3
Weilbull Metered 3-Lane,2210,0.053675682,Weilbull,3
Weilbull Metered 3-Lane,2220,0.059644051,Weilbull,3
Weilbull Metered 3-Lane,2230,0.066221291,Weilbull,3
Weilbull Metered 3-Lane,2240,0.073460871,Weilbull,3
Weilbull Metered 3-Lane,2250,0.081419416,Weilbull,3
Weilbull Metered 3-Lane,2260,0.090156575,Weilbull,3
Weilbull Metered 3-Lane,2270,0.099734803,Weilbull,3
Weilbull Metered 3-Lane,2280,0.110219038,Weilbull,3
Weilbull Metered 3-Lane,2290,0.121676249,Weilbull,3
Weilbull Metered 3-Lane,2300,0.134174838,Weilbull,3
Weilbull Metered 3-Lane,2310,0.147783867,Weilbull,3
Weilbull Metered 3-Lane,2320,0.162572098,Weilbull,3
Weilbull Metered 3-Lane,2330,0.178606795,Weilbull,3
Weilbull Metered 3-Lane,2340,0.195952301,Weilbull,3
Weilbull Metered 3-Lane,2350,0.214668332,Weilbull,3
Weilbull Metered 3-Lane,2360,0.234807993,Weilbull,3
Weilbull Metered 3-Lane,2370,0.256415512,Weilbull,3
Weilbull Metered 3-Lane,2380,0.279523668,Weilbull,3
Weilbull Metered 3-Lane,2390,0.304150958,Weilbull,3
Weilbull Metered 3-Lane,2400,0.33029852,Weilbull,3
Weilbull Metered 3-Lane,2410,0.357946885,Weilbull,3
Weilbull Metered 3-Lane,2420,0.387052638,Weilbull,3
Weilbull Metered 3-Lane,2430,0.417545116,Weilbull,3
Weilbull Metered 3-Lane,2440,0.449323305,Weilbull,3
Weilbull Metered 3-Lane,2450,0.482253145,Weilbull,3
Weilbull Metered 3-Lane,2460,0.516165468,Weilbull,3
Weilbull Metered 3-Lane,2470,0.550854871,Weilbull,3
Weilbull Metered 3-Lane,2480,0.586079797,Weilbull,3
